var,state,year,value,industry_full,industry_code,industry_group
Sheep and Beef cattle,base,2037,26.0677,1. Sheep and Beef cattle,1,"Sector 1 - Agriculture, forestry and fishing (A)"
Sheep and Beef cattle,base,2038,26.4916,1. Sheep and Beef cattle,1,"Sector 1 - Agriculture, forestry and fishing (A)"
Sheep and Beef cattle,base,2039,26.915,1. Sheep and Beef cattle,1,"Sector 1 - Agriculture, forestry and fishing (A)"
Sheep and Beef cattle,base,2040,27.3379,1. Sheep and Beef cattle,1,"Sector 1 - Agriculture, forestry and fishing (A)"
Sheep and Beef cattle,base,2041,27.7605,1. Sheep and Beef cattle,1,"Sector 1 - Agriculture, forestry and fishing (A)"
Sheep and Beef cattle,base,2042,28.1831,1. Sheep and Beef cattle,1,"Sector 1 - Agriculture, forestry and fishing (A)"
Sheep and Beef cattle,base,2043,28.6057,1. Sheep and Beef cattle,1,"Sector 1 - Agriculture, forestry and fishing (A)"
Sheep and Beef cattle,base,2044,29.0285,1. Sheep and Beef cattle,1,"Sector 1 - Agriculture, forestry and fishing (A)"
Sheep and Beef cattle,base,2045,29.4517,1. Sheep and Beef cattle,1,"Sector 1 - Agriculture, forestry and fishing (A)"
Sheep and Beef cattle,base,2046,29.8754,1. Sheep and Beef cattle,1,"Sector 1 - Agriculture, forestry and fishing (A)"
Sheep and Beef cattle,base,2047,30.2997,1. Sheep and Beef cattle,1,"Sector 1 - Agriculture, forestry and fishing (A)"
Sheep and Beef cattle,base,2048,30.7249,1. Sheep and Beef cattle,1,"Sector 1 - Agriculture, forestry and fishing (A)"
Sheep and Beef cattle,base,2049,31.1515,1. Sheep and Beef cattle,1,"Sector 1 - Agriculture, forestry and fishing (A)"
Sheep and Beef cattle,base,2050,31.5796,1. Sheep and Beef cattle,1,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2017,1.7242,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2018,1.7456,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2019,1.7363,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2020,1.8422,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2021,1.676,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2022,1.6744,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2023,1.7067,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2024,1.75,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2025,1.7441,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2026,1.7904,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2027,1.8271,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2028,1.8644,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2029,1.9011,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2030,1.9373,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2031,1.9731,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2032,2.0085,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2033,2.0437,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2034,2.0785,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2035,2.1131,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2036,2.1474,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2037,2.1815,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2038,2.2154,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2039,2.2493,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2040,2.283,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2041,2.3166,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2042,2.3501,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2043,2.3835,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2044,2.4168,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2045,2.4501,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2046,2.4833,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2047,2.5164,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2048,2.5495,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2049,2.5825,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Grains production,base,2050,2.6156,2. Grains production,2,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2017,2.2001,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2018,2.2354,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2019,2.2378,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2020,2.2718,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2021,2.1086,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2022,2.1644,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2023,2.1797,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2024,2.2191,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2025,2.2692,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2026,2.3167,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2027,2.3593,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2028,2.4006,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2029,2.4407,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2030,2.4798,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2031,2.5181,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2032,2.5557,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2033,2.5929,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2034,2.6297,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2035,2.6662,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2036,2.7025,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2037,2.7387,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2038,2.7748,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2039,2.8109,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2040,2.8471,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2041,2.8833,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2042,2.9196,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2043,2.9559,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2044,2.9924,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2045,3.029,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2046,3.0657,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2047,3.1026,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2048,3.1398,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2049,3.1771,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Dairy cattle,base,2050,3.2148,3. Dairy cattle,3,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2017,11.4659,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2018,11.6034,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2019,11.6397,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2020,11.8041,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2021,11.222,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2022,11.4515,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2023,11.3785,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2024,11.5332,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2025,11.8204,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2026,12.0164,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2027,12.2235,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2028,12.4222,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2029,12.617,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2030,12.8079,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2031,12.9956,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2032,13.1808,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2033,13.3638,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2034,13.545,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2035,13.7245,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2036,13.9027,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2037,14.0799,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2038,14.2565,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2039,14.4327,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2040,14.6086,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2041,14.7843,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2042,14.9599,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2043,15.1355,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2044,15.3112,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2045,15.4871,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2046,15.6632,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2047,15.8398,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2048,16.017,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2049,16.195,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Other crop production,base,2050,16.374,4. Other crop production,4,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2017,2.2347,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2018,2.2298,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2019,2.2732,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2020,2.2765,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2021,2.2674,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2022,2.3267,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2023,2.2663,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2024,2.2806,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2025,2.3539,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2026,2.3888,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2027,2.4335,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2028,2.4762,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2029,2.5186,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2030,2.5605,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2031,2.6022,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2032,2.6437,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2033,2.685,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2034,2.7262,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2035,2.7674,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2036,2.8085,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2037,2.8497,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2038,2.891,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2039,2.9324,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2040,2.974,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2041,3.0159,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2042,3.0579,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2043,3.1001,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2044,3.1427,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2045,3.1854,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2046,3.2285,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2047,3.2719,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2048,3.3157,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2049,3.3599,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Sugar cane production,base,2050,3.4045,5. Sugar cane production,5,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2017,0.15310000000000001,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2018,0.1573,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2019,0.1585,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2020,0.1678,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2021,0.1538,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2022,0.1537,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2023,0.1561,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2024,0.1594,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2025,0.1604,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2026,0.1636,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2027,0.1664,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2028,0.1692,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2029,0.172,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2030,0.1747,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2031,0.1774,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2032,0.1801,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2033,0.1827,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2034,0.1854,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2035,0.1879,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2036,0.1905,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2037,0.193,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2038,0.1955,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2039,0.198,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2040,0.2005,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2041,0.2029,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2042,0.2054,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2043,0.2078,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2044,0.2102,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2045,0.2125,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2046,0.2149,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2047,0.2172,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2048,0.2196,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2049,0.2219,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Raw cotton and ginning,base,2050,0.2242,6. Raw cotton and ginning,6,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2017,3.9747,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2018,4.0479,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2019,4.0674,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2020,4.0788,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2021,3.7073,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2022,3.822,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2023,3.8847,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2024,3.9807,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2025,4.0727,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2026,4.1589,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2027,4.2301,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2028,4.3013,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2029,4.3714,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2030,4.4402,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2031,4.5082,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2032,4.5753,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2033,4.6418,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2034,4.7077,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2035,4.7731,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2036,4.8379,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2037,4.9024,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2038,4.9667,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2039,5.0308,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2040,5.0948,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2041,5.1586,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2042,5.2224,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2043,5.286,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2044,5.3496,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2045,5.4132,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2046,5.4767,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2047,5.5403,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2048,5.604,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2049,5.6678,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
Other Agriculture,base,2050,5.7319,7. Other Agriculture,7,"Sector 1 - Agriculture, forestry and fishing (A)"
"Fishing, hunting and trapping",base,2017,1.6009,"8. Fishing, hunting and trapping",8,"Sector 1 - Agriculture, forestry and fishing (A)"
"Fishing, hunting and trapping",base,2018,1.6394,"8. Fishing, hunting and trapping",8,"Sector 1 - Agriculture, forestry and fishing (A)"
"Fishing, hunting and trapping",base,2019,1.6683,"8. Fishing, hunting and trapping",8,"Sector 1 - Agriculture, forestry and fishing (A)"
"Fishing, hunting and trapping",base,2020,1.7218,"8. Fishing, hunting and trapping",8,"Sector 1 - Agriculture, forestry and fishing (A)"
"Fishing, hunting and trapping",base,2021,1.5636,"8. Fishing, hunting and trapping",8,"Sector 1 - Agriculture, forestry and fishing (A)"
"Fishing, hunting and trapping",base,2022,1.5986,"8. Fishing, hunting and trapping",8,"Sector 1 - Agriculture, forestry and fishing (A)"
"Fishing, hunting and trapping",base,2023,1.6222,"8. Fishing, hunting and trapping",8,"Sector 1 - Agriculture, forestry and fishing (A)"
